complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3105616,2022-11-19,Checking or savings account,Closing an account,REG_E,BLUE RIDGE COLLECTIONS,mid,NC,Web,Consent provided,I could not get into online banking for days. my account has been affected since 2022-08-29. I am a customer of 7 years and this is how I am treated. I asked for a supervisor and was refused. the account was closed while a dispute was still open.,349.54,Closed with explanation,Yes,No
C3106598,2022-11-19,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,FL,Web,Consent provided,I am asking for $431.37 to be returned to me. the representative put me on hold for over an hour. I asked for a supervisor and was refused. I contacted the company on 2022-09-13 and got nowhere. I want an explanation of how the amount was calculated.,431.37,Closed with monetary relief,Yes,No
C3107949,2022-11-19,Checking or savings account,Confusing or missing disclosures,REG_E,HARBOR CREDIT UNION,mid,TX,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I received a letter that did not address what I asked. I need this corrected in writing. the fee schedule was never given to me before the account opened. the amount involved is $27.76.,27.76,Closed with explanation,Yes,Yes
C3100538,2022-11-20,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CROWN SAVINGS & TRUST,large,MA,Fax,Consent provided,I was transferred between 7 departments. my account has been affected since 2022-10-12. someone used my debit card without my permission.,212.52,Closed with explanation,Yes,No
C3102574,2022-11-20,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,OH,Phone,Consent provided,the terms of my account changed without notice. the merchant billed me for goods that never arrived. the online portal does not show the case at all. this has been going on since 2022-10-04. I received a letter that did not address what I asked. the company says it is following its policy but will not show me the policy.,43.57,Closed without relief,Yes,Yes
C3104567,2022-11-20,Checking or savings account,Problem caused by your funds being low,REG_E,VERITY DATA SOLUTIONS,small,AZ,Web,Consent provided,I have called 3 times about this. I asked for a supervisor and was refused. the bank reordered my transactions largest to smallest. I need this corrected in writing.,50.36,Closed with non-monetary relief,Yes,No
C3104724,2022-11-20,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,FL,Web,Consent provided,I need this corrected in writing. the item went back but the credit never appeared. the merchant billed me for goods that never arrived. the company acknowledged the problem on the phone but not in writing. I am a customer of 3 years and this is how I am treated.,78.27,Closed with non-monetary relief,Yes,No
C3107434,2022-11-20,Credit reporting,Improper use of your report,FCRA,HARBOR CREDIT UNION,mid,FL,Web,Consent provided,I am asking the regulator to look at this. I have been given a different answer every time I call. my account has been affected since 2022-09-23. a company pulled my credit report with no permissible purpose. I have sent documents twice and they say they never arrived.,,Closed with explanation,Yes,Yes
C3107960,2022-11-20,Checking or savings account,Managing an account,REG_E,VERITY DATA SOLUTIONS,small,OH,Web,Consent provided,I need this corrected in writing. my direct deposit went to the wrong account. I received a letter that did not address what I asked. the bank changed my account terms without notice. I contacted the company on 2022-11-03 and got nowhere.,182.65,Untimely response,No,No
C3108601,2022-11-20,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,PA,Web,Consent provided,I was billed twice for the same purchase. my account has been affected since 2022-10-29. nobody would escalate my case.,12.83,Closed with monetary relief,Yes,Yes
C3100074,2022-11-21,Credit card,Charged fees or interest you didn't expect,REG_Z,BLUE RIDGE COLLECTIONS,mid,TX,Web,Consent provided,I contacted the company on 2022-10-18 and got nowhere. the representative put me on hold for over an hour. my account has been affected since 2022-10-18.,52.66,Closed with explanation,Yes,No
C3102139,2022-11-21,Checking or savings account,Managing an account,REG_E,ATLAS FINANCIAL GROUP,large,MI,Web,Consent provided,I have disputed this 9 times now. I have called 9 times about this. the fee schedule was never given to me before the account opened. the bank changed my account terms without notice. I was transferred between 9 departments. I have sent documents twice and they say they never arrived.,146.09,Closed with explanation,Yes,Yes
C3102785,2022-11-21,Checking or savings account,Problem caused by your funds being low,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Phone,Consent provided,the caller threatened action they could not take. I have kept records of every call. I am attaching the statement showing the entry. this has been going on since 2022-09-27. the bank reordered my transactions largest to smallest.,35.49,Closed with explanation,Yes,No
C3105370,2022-11-21,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I have been given a different answer every time I call. I reported the scam the same day and the funds were already gone. nobody would escalate my case.,168.31,Closed with monetary relief,Yes,No
C3105751,2022-11-21,Credit card,"Other features, terms, or problems",REG_Z,HARBOR CREDIT UNION,mid,NC,Web,Consent provided,the terms of my account changed without notice. the company acknowledged the problem on the phone but not in writing. the representative put me on hold for over an hour. I have kept records of every call.,56.65,Closed with monetary relief,Yes,No
C3107819,2022-11-21,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,OH,Web,Consent provided,I asked for a supervisor and was refused. someone used my debit card without my permission. I am asking for $35.03 to be returned to me.,35.03,Closed with monetary relief,Yes,No
C3101199,2022-11-22,Checking or savings account,Managing an account,REG_E,CROWN SAVINGS & TRUST,large,IL,Web,Consent provided,I want an explanation of how the amount was calculated. I could not get into online banking for days. the company closed my case without telling me. I have disputed this 5 times now. I received a letter that did not address what I asked.,32.71,Closed with monetary relief,Yes,No
C3101494,2022-11-22,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,PACIFIC UNION BANCORP,large,AZ,Web,Consent provided,I received a letter that did not address what I asked. the online portal does not show the case at all. there are charges on my account I did not authorize.,587.42,Closed with monetary relief,Yes,No
C3101824,2022-11-22,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,TX,Phone,Consent provided,I reported the scam the same day and the funds were already gone. I am a customer of 3 years and this is how I am treated. the recurring payment kept coming after I cancelled. there are charges on my account I did not authorize. I need this corrected in writing. the company says it is following its policy but will not show me the policy. nobody would escalate my case.,135.19,Closed without relief,Yes,Yes
C3102034,2022-11-22,Debt collection,Written notification about debt,FDCPA,CEDAR POINT LENDING,small,GA,Web,Consent provided,I need this corrected in writing. I never received a validation notice after the first contact. I received a letter that did not address what I asked.,,Closed without relief,Yes,No
C3106619,2022-11-22,Checking or savings account,Problem caused by your funds being low,REG_E,CROWN SAVINGS & TRUST,large,MI,Web,Consent provided,I was charged several overdraft fees in one day. my account has been affected since 2022-09-02. I have kept records of every call. the company acknowledged the problem on the phone but not in writing. the company says it is following its policy but will not show me the policy.,195.42,Closed with explanation,Yes,No
C3106921,2022-11-22,Credit card,"Other features, terms, or problems",REG_Z,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,a benefit I was promised at application does not exist. the item went back but the credit never appeared. the fee involved was $46.41. I was transferred between 7 departments. my credit limit was cut with no explanation.,46.41,Closed with monetary relief,Yes,No
